Name,num_ratings,positive_rating,price,wine_type,country,world,grape,region,rating_score
La Réserve de Léoville-Barton 2014 St-Julien,18,12,36,fine wine,french,old world,,bordeaux,0.6666666666666666
La Spinetta Barbaresco Starderi 2011,0,0,125,fine wine,italian,old world,,,
La Spinetta Gallina 2011,0,0,130,fine wine,italian,old world,,,
La Spinetta Starderi 2013,0,0,130,fine wine,italian,old world,,,
La Spinetta Valeirano 2013,0,0,130,fine wine,italian,old world,,,
La Vieille Ferme 2016 Perrin et Fils,45,38,8.99,red wine,french,old world,,,0.8444444444444444
Ladoix Rouge 1er Cru 'Les Corvées' 2013 Domaine Chevalier,2,2,30,fine wine,french,old world,pinot noir,,1
Lady Sauvignon 2016 Casablanca Valley,34,30,7.99,white wine,chilean,new world,sauvignon blanc,,0.8823529411764706
Langhe Nebbiolo 2016 De Forville,24,21,11.99,red wine,italian,old world,,,0.875
Laroche Chablis 1er Forneaux 2015,0,0,30,fine wine,,,,chablis,
Las Maletas Malbec 2017 Mendoza,149,134,8.99,red wine,argentinian,new world,malbec,,0.8993288590604027
Lastarria Malbec 2016,24,21,7.99,red wine,chilean,new world,malbec,,0.875
Lay & Wheeler Barolo 2011,3,2,30,fine wine,italian,old world,,,0.6666666666666666
Lay & Wheeler Brunello di Montalcino 2011,6,6,32,fine wine,italian,old world,,,1
Lay & Wheeler Chablis 2014,3,0,30,fine wine,french,old world,chardonnay,burgundy,0
Lay & Wheeler Cote d'Or Les Charmes,1,0,45,fine wine,french,old world,,burgundy,0
Lay & Wheeler St Emilion 2014,6,2,24.99,fine wine,french,old world,,bordeaux,0.3333333333333333
Lay and Wheeler Rioja Gran Reserva 2008,18,16,30,fine wine,spanish,old world,tempranillo,rioja,0.8888888888888888
Le Palajo Limoux Chardonnay 2015 Dom de la Metairie d'Alon,8,8,22.99,white wine,french,old world,chardonnay,,1
Le Volte dell' Ornellaia 2015,11,10,23.99,red wine,italian,old world,merlot,,0.9090909090909091
Les Pagodes de Cos 2005 St-Estèphe,0,0,80,fine wine,french,old world,merlot,bordeaux,
Les Roitelieres Muscadet Serve et Maine 2017,1,1,9.99,white wine,,,,,1
Lirac 2016 Domaine des Garrigues,26,23,11.99,red wine,french,old world,,,0.8846153846153846
Lorgeril Chardonnay,1,0,11.99,white wine,,,,south of france,0
Louis Latour Pouilly Vinzelles,1,1,22.99,white wine,french,old world,,burgundy,1
Louison Rose 2016 Coteaux D'Aix En Provence,8,8,9.99,rose wine,,,,,1
Luis Felipe Edwards Gran Reserva Chardonnay 2017 Casablanca Valley,105,98,9.99,white wine,chilean,new world,,,0.9333333333333333
Luis Felipe Edwards Gran Reserva Merlot 2015 Colchagua Valley,94,89,9.99,red wine,chilean,new world,merlot,,0.9468085106382979
Luis Felipe Edwards Signature Series Syrah Reserva 2016 Central Valley,40,34,7.99,red wine,chilean,new world,,,0.85
Luis Felipe Edwards Signature Series Viognier Reserva 2017 Rapel Valley,62,50,7.99,white wine,chilean,new world,,,0.8064516129032258
M de Minuty Magnum Rosé 2016 Côtes de Provence,2,2,29.99,rose wine,french,old world,,,1
M de Minuty Rosé 2016 Côtes de Provence,130,114,13.99,rose wine,french,old world,,,0.8769230769230769
Majestic Loves Chardonnay 2016,12,9,6.99,white wine,south-african,new world,chardonnay,,0.75
Majestic Loves Fizz,32,31,7.99,white wine,,,,,0.96875
Majestic Loves Gruner Veltliner 2016,61,52,6.99,white wine,,,,,0.8524590163934426
Majestic Loves Merlot 2016,34,29,6.99,red wine,,,,,0.8529411764705882
Majestic Loves Montepulciano 2016,53,41,6.99,red wine,italian,old world,,,0.7735849056603774
Majestic Loves Pinot Grigio 2016,36,30,6.99,white wine,,,,,0.8333333333333334
Majestic Loves Rose 2016,16,10,6.99,rose wine,italian,old world,,,0.625
Majestic Loves Sauvignon 2017,30,28,6.99,white wine,chilean,new world,sauvignon blanc,,0.9333333333333333
Majestic Loves Shiraz 2016,27,21,6.99,red wine,australian,new world,,,0.7777777777777778
Majestic Loves Spanish Red 2016,64,56,6.99,red wine,spanish,old world,tempranillo,rioja,0.875
Marchesi Antinori Chianti Classico 2014 Tenuta Tignanello,1,1,35,fine wine,italian,old world,,,1
Marea Chardonnay 2016,1,1,15.99,white wine,,,,,1
Marea Syrah 2012,3,3,15.99,red wine,,,,,1
Marlborough Ridge Sauvignon Blanc 2016 Giesen,132,123,8.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.9318181818181818
Marques Tertiaro Gran Reservado 2011,44,34,8.99,red wine,spanish,old world,tempranillo,rioja,0.7727272727272727
Marquis de Belleville 2014 Bordeaux Supérieur,59,49,7.99,red wine,french,old world,merlot,bordeaux,0.8305084745762712
Marquis de Pennautier Viognier 2016 PGI Pays d'Oc,50,39,10.99,white wine,french,old world,,south of france,0.78
"Mas de la Dona, Cotes de Roussillon Villages 2017",0,0,11.99,red wine,french,old world,,,
Massey Dacta Sauvignon Blanc 2016 Marlborough,26,24,12.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.9230769230769231
Massolino Barolo 2012 Piedmont,2,0,60,fine wine,italian,old world,,,0
Matsu El Viejo 2015 Toro,46,45,24.99,red wine,spanish,old world,tempranillo,,0.9782608695652174
Mendel Selection Malbec 2015,8,7,22.99,red wine,argentinian,new world,malbec,,0.875
Meursault 2013 Château de Puligny-Montrachet,0,0,60,fine wine,,,,,
Minuty Cuvée Prestige 2016 Côtes de Provence,20,18,17.99,rose wine,french,old world,,,0.9
Miraval Rosé 2016 Côtes de Provence,27,23,19.99,rose wine,french,old world,,,0.8518518518518519
Mister Shiraz 2016 Colchagua Valley,44,39,7.99,red wine,chilean,new world,,,0.8863636363636364
Mon Plaisir de la Vallee Cabernet Franc 2015,6,4,8.99,red wine,french,old world,,,0.6666666666666666
Mon Plaisir du Sud Blanc 2016,9,7,7.99,white wine,french,old world,,south of france,0.7777777777777778
Mon Plaisir du Sud Rouge 2016,15,14,7.99,red wine,french,old world,,south of france,0.9333333333333333
Mont Saint Jean 2016 Corbières,80,65,7.99,red wine,french,old world,,,0.8125
Montagny 1er Cru 'Les Millières' 2016 Cave des Vignerons de Buxy,188,177,13.99,white wine,french,old world,,,0.9414893617021277
Montagny Vieilles Vignes 2014 Buxy,21,20,11.99,white wine,french,old world,,,0.9523809523809523
Montepulciano d'Abruzzo 2015 Masciarelli,43,41,11.99,red wine,italian,old world,,,0.9534883720930233
Montepulciano d'Abruzzo 2016 Grifone,230,187,6.99,red wine,italian,old world,,,0.8130434782608695
Montes Twins 2015 Colchagua Valley,31,29,9.99,red wine,chilean,new world,,,0.9354838709677419
Morande M Chardonnay 2016,44,40,8.99,white wine,chilean,new world,chardonnay,,0.9090909090909091
Morande M Pinot Noir 2016,23,13,8.99,red wine,chilean,new world,,,0.5652173913043478
Morande Reserva One to One Pais 2016,28,23,8.99,red wine,chilean,new world,,,0.8214285714285714
Morandé one to one Gewurztraminer 2017,48,45,8.99,white wine,chilean,new world,,,0.9375
"Mountain View Carmenère 2016 Luis Felipe Edwards, Central Valley",54,45,6.99,red wine,chilean,new world,,,0.8333333333333334
Mud House Claim 431 Pinot Noir 2014 Central Otago,8,5,16.99,red wine,new-zealand,new world,pinot noir,,0.625
Mud House Pinot Noir 2015 Central Otago,27,23,14.99,red wine,new-zealand,new world,pinot noir,,0.8518518518518519
Mud House Sauvignon Blanc 2016/17 Marlborough,339,322,9.49,white wine,new-zealand,new world,,marlborough wine,0.9498525073746312
Muscadet 2014/13 Le Pallet,34,32,13.99,white wine,french,old world,,,0.9411764705882353
Muscadet 2016 Jean Sablenay,52,45,7.99,white wine,french,old world,,,0.8653846153846154
Muscadet de Sèvre et Maine Sur Lie 2016 Domaine de la Tourmaline,87,79,8.99,white wine,french,old world,,,0.9080459770114943
Mâcon Rouge 'Les Roches Rouges' 2015 Louis Jadot,69,60,13.99,red wine,french,old world,pinot noir,,0.8695652173913043
Mâcon-Fuissé Vieilles Vignes 2016 Christophe Cordier,6,4,16.99,white wine,french,old world,chardonnay,,0.6666666666666666
Mâcon-Lugny 2015/16 Domaine des Terres Gentilles,45,41,11.49,white wine,french,old world,,,0.9111111111111111
Mâcon-Lugny 2015/2016 Louis Latour,292,274,12.99,white wine,french,old world,,,0.9383561643835616
Mâcon-Villages 'Les Roches Blanches' 2016 Louis Jadot,138,126,12.99,white wine,french,old world,chardonnay,,0.9130434782608695
Mâcon-Villages 2015 Domaine Des Maréchaudes,33,29,9.99,white wine,french,old world,chardonnay,,0.8787878787878788
Mâcon-Villages Blanc 'Les Pierres Blanches' 2016 Cave de Lugny,232,214,11.49,white wine,french,old world,chardonnay,,0.9224137931034483
Nero Oro Appassimento 2016,86,76,9.99,red wine,italian,old world,,,0.8837209302325582
Nettie Viognier 2016,45,40,8.99,white wine,,,,,0.8888888888888888
Nord Est Vermentino 2016 Cantina del Vermentino,28,25,9.99,white wine,italian,old world,,,0.8928571428571429
Nyetimber Classic Cuvée NV England,55,52,36.99,white wine,,,chardonnay,,0.9454545454545454
Nyetimber Rose NV,6,6,44.99,white wine,,,,,1
Oyster Bay Chardonnay 2016 Marlborough,36,32,10.49,white wine,new-zealand,new world,chardonnay,marlborough wine,0.8888888888888888
Oyster Bay Merlot 2015 Hawke's Bay,54,46,10.49,red wine,new-zealand,new world,merlot,,0.8518518518518519
Oyster Bay Sauvignon Blanc 2017 Marlborough,400,383,10.49,white wine,new-zealand,new world,,marlborough wine,0.9575
Papa Luna 2014 Calatayud,28,23,9.99,red wine,spanish,old world,,,0.8214285714285714
Parcel Series English Fizz,13,11,29.99,white wine,,,,,0.8461538461538461
"Parrilla Malbec 2015 Viñalba, Mendoza",118,106,9.99,red wine,argentinian,new world,,,0.8983050847457628
Paso Creek Cabernet Sauvignon 2015 Paso Robles,47,45,16.99,red wine,,,,,0.9574468085106383
Passimento 2015 Pasqua,247,235,11.99,red wine,italian,old world,merlot,,0.951417004048583
Passimento Bianco 2016 Pasqua,89,80,11.99,white wine,italian,old world,,,0.898876404494382
Paul Mas Estate Marsanne 'La Forge Vineyard' 2016 PGI Pays d?Oc,45,37,10.99,white wine,french,old world,,south of france,0.8222222222222222
Paul Mas Merlot 2016 PGI Pays d'Oc,20,18,9.99,red wine,french,old world,merlot,south of france,0.9
Peirano Estate Old Vine Zinfandel 2015 Lodi,37,36,15.99,red wine,,,,california,0.972972972972973
Peller Cabernet Franc Icewine 2013 Niagara Peninsula Half Bottle,0,0,50,fine wine,,,,,
Peller Estates Riesling Icewine 2013 Niagara Peninsula,2,1,40,fine wine,,,riesling,,0.5
Penfolds Bin A 2012,0,0,75,fine wine,australian,new world,chardonnay,,
Penfolds Magill 2015,0,0,135,fine wine,,,,,
Penfolds Magill Estate 2003,2,2,260,fine wine,australian,new world,,,1
Penfolds RWT Shiraz 2014 Magnum,0,0,210,fine wine,australian,new world,,,
Penfolds Yattarna 2015,0,0,150,fine wine,,,,,
Penfolds Yattarna Chardonnay 2013,2,2,125,fine wine,australian,new world,chardonnay,,1
Peter & Ulrich Dry Riesling 2015/2016,47,45,12.99,white wine,,,,,0.9574468085106383
Peter Lehmann Riesling 2015 Eden Valley,39,31,11.99,white wine,australian,new world,riesling,,0.7948717948717948
Petit Chablis 2015 Séguinot-Bordet,7,5,15.99,white wine,french,old world,chardonnay,burgundy,0.7142857142857143
Petit Perdigal Rouge 2016,29,26,7.99,red wine,french,old world,,,0.896551724137931
Pierre Usseglio CDR,4,4,14.99,red wine,french,old world,,,1
Pietrariccia Fiano 2016 Surani,76,71,9.99,white wine,italian,old world,,,0.9342105263157895
Pinot Grigio Rosé 2016 Breganze,158,139,8.99,rose wine,italian,old world,,,0.879746835443038
Pinot Grigio Superiore 2016 Breganze,142,120,8.49,white wine,italian,old world,,,0.8450704225352113
Pinot Grigio Villa Vito 2016,22,16,7.99,white wine,italian,old world,,,0.7272727272727273
Pinot Noir Domaine de Valmoissine 2014/15 Louis Latour,77,61,13.99,red wine,french,old world,,south of france,0.7922077922077922
Pizarras de Otero 2015 Bierzo,51,45,8.49,red wine,spanish,old world,,,0.8823529411764706
Pizarras de Otero Rosé 2016 Bierzo,27,26,8.49,rose wine,spanish,old world,,,0.9629629629629629
Planeta 2016 Cometa,8,7,28,fine wine,italian,old world,,,0.875
Porcupine Ridge Chenin 2016,6,6,9.99,white wine,,,,,1
Porcupine Ridge Syrah Viognier 2015 Western Cape,66,57,9.99,red wine,south-african,new world,,,0.8636363636363636
Porta 6 2015 Magnum,20,19,16.99,red wine,portuguese,old world,,,0.95
Porta 6 2015/2016 Lisboa,1111,1063,8.99,red wine,portuguese,old world,,,0.9567956795679567
Porta 6 Reserva 2015,199,188,11.99,red wine,portuguese,old world,,,0.9447236180904522
Porta 6 Rosé 2017,52,49,8.99,rose wine,,,,,0.9423076923076923
Porta 6 Vinho Verde,132,118,8.99,white wine,,,,,0.8939393939393939
Pouilly Fumé Grebet 2015 Les Chants de Cri,3,3,15.99,white wine,,,,,1
Pouilly Loche Les Mures Trou.,1,1,21.99,white wine,,,,,1
Pouilly-Fuisse Domaine Dutron,2,2,24.99,white wine,french,old world,,burgundy,1
Pouilly-Fuissé 'Les Vignes Blanches' 2015 Domaine Cordier,3,3,27,fine wine,french,old world,chardonnay,,1
Pouilly-Fuissé 2016 Domaine Cordier,7,6,21.99,white wine,french,old world,chardonnay,,0.8571428571428571
Prima Perla Grand Reserve Brut NV,7,5,13.99,white wine,french,old world,chardonnay,,0.7142857142857143
Primitivo 2016 Natale Verga,61,49,7.99,red wine,italian,old world,,,0.8032786885245902
Puligny Montrachet 1er Cru Champ Gains Chavy 2014,0,0,55,fine wine,french,old world,chardonnay,,
Puligny-Montrachet 2013 Château de Puligny-Montrachet,0,0,50,fine wine,,,,,
Quartz Reef Pinot Noir 2015 Central Otago,26,18,21,fine wine,new-zealand,new world,pinot noir,,0.6923076923076923
Ragged Point Sauvignon Blanc 2017,52,40,8.99,white wine,new-zealand,new world,sauvignon blanc,,0.7692307692307693
Ramey Ritchie Vineyard Chardonnay 2013 Russian River Valley,0,0,60,fine wine,,,chardonnay,california,
Ramos Reserva 2015 Vinho Regional Alentejano,73,66,8.99,red wine,portuguese,old world,,,0.9041095890410958
Ravenswood Lodi Zinfandel 2014,280,266,14.99,red wine,,,,california,0.95
Reino de San Adrian Rioja Gran Reserva 2008,4,3,16.99,red wine,,,,,0.75
Rezabal Txakoli 2017,1,1,11.99,white wine,,,,,1
Rioja Blanco 2016 López de Haro,83,75,8.99,white wine,spanish,old world,,rioja,0.9036144578313253
Rioja Blanco 2016 Muga,39,34,12.99,white wine,spanish,old world,,rioja,0.8717948717948718
Rioja Crianza 2014 CVNE,120,105,9.99,red wine,spanish,old world,,rioja,0.875
Rioja Gran Reserva 2007 Marqués de Riscal,10,9,32,fine wine,spanish,old world,tempranillo,rioja,0.9
Rioja Gran Reserva 2008 Lagunilla,117,100,11.99,red wine,spanish,old world,tempranillo,rioja,0.8547008547008547
Rioja Gran Reserva 2009 Viña Alarde,223,192,11.99,red wine,spanish,old world,,rioja,0.8609865470852018
Rioja Gran Reserva 2009/2010 Marqués de Cáceres,30,30,21.99,red wine,spanish,old world,,rioja,1
Rioja Lanzaga Compania de Vinos Telmo Rodriguez 2011,0,0,24.99,red wine,spanish,old world,,rioja,
Rioja Reserva 2011 Lagunilla,139,122,9.99,red wine,spanish,old world,,rioja,0.8776978417266187
Rioja Reserva 2011 Marqués de Cáceres,47,44,15.99,red wine,spanish,old world,tempranillo,rioja,0.9361702127659575
Rioja Reserva 2012 Marqués de Riscal Magnum,16,16,34.99,red wine,spanish,old world,,rioja,1
Rioja Reserva 2012 Marqués de Vargas,28,24,17.99,red wine,spanish,old world,tempranillo,rioja,0.8571428571428571
Rioja Reserva 2012 Viña Alarde,354,298,9.99,red wine,spanish,old world,,rioja,0.8418079096045198
Rioja Reserva 2013 Beronia,142,136,16.99,red wine,spanish,old world,,rioja,0.9577464788732394
Rioja Reserva 2013 Marqués de Riscal,288,274,16.99,red wine,spanish,old world,tempranillo,rioja,0.9513888888888888
Rioja Reserva 2013 Viña Eguía,450,394,9.99,red wine,spanish,old world,,rioja,0.8755555555555555
Rioja Reserva 2013/14 CVNE,173,161,13.99,red wine,spanish,old world,,rioja,0.930635838150289
Rioja Reserva Imperial 2014 CVNE,25,24,24.99,red wine,spanish,old world,,rioja,0.96
Rioja Reserva Viña Ardanza 2007/2008 La Rioja Alta,112,109,25.99,red wine,spanish,old world,tempranillo,rioja,0.9732142857142857
Rioja Reserva Viña Ardanza 2008 La Rioja Alta,4,3,49.99,red wine,spanish,old world,tempranillo,rioja,0.75
"Roaring Meg Pinot Noir 2015 Mt Difficulty, Central Otago",37,33,19.99,red wine,new-zealand,new world,pinot noir,,0.8918918918918919
Roda Rioja Reserva 2012,0,0,29,fine wine,,,,,
Route 88 White Zinfandel 2015,10,8,8.49,rose wine,,,,,0.8
Royal Tokaji 5 Puttonyos 2013 Hungary,16,15,24,white wine,,,,,0.9375
Royal Tokaji Dry Tokaji 2015,27,21,11.99,white wine,,,,,0.7777777777777778
Royal Tokaji Gold Label 2013,3,3,40,fine wine,,,,,1
Royal Tokaji Late Harvest 2015,16,15,11.99,white wine,,,,,0.9375
"Rully Rouge ""En Rosey"" 2015 Maison Chanzy",7,6,17.99,red wine,french,old world,pinot noir,,0.8571428571428571
"Russian Jack Pinot Gris 2016, Marlborough",18,18,10.99,white wine,,,,,1
Russian Jack Pinot Noir 2014 Martinborough Vineyards,28,25,13.99,red wine,new-zealand,new world,pinot noir,,0.8928571428571429
Russian Jack Sauvignon Blanc 2016 Marlborough,186,164,10.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.8817204301075269
Rustenberg John X Merriman 2015 Stellenbosch,68,63,17.99,red wine,south-african,new world,merlot,,0.9264705882352942
Rustenberg Peter Barlow Cabernet Sauvignon 2011 Stellenbosch,2,2,35,fine wine,south-african,new world,,,1
Rustenberg RM Nicholson 2016 Stellenbosch,89,83,13.49,red wine,south-african,new world,,,0.9325842696629213
Rustenberg Sauvignon Blanc 2017 Western Cape,22,21,12.49,white wine,south-african,new world,,,0.9545454545454546
Rustenberg Straw Wine 2015 Coastal Region,13,11,11.99,white wine,south-african,new world,,,0.8461538461538461
Rymill Classic Cabernet 2014,2,2,19.99,red wine,,,,,1
Rymill Classic Shiraz 2014,0,0,19.99,red wine,,,,,
"S&R Douro Red, 2016",8,7,11.99,red wine,portuguese,old world,,,0.875
Saint Clair Estate Selection Pinot Noir 2016 Marlborough,23,20,13.99,red wine,new-zealand,new world,pinot noir,marlborough wine,0.8695652173913043
Saint Clair Estate Selection Sauvignon Blanc 2016 Marlborough,94,89,12.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.9468085106382979
Saint Clair Pioneer Block Chardonnay 2016 Marlborough,16,16,18.99,white wine,new-zealand,new world,chardonnay,marlborough wine,1
Saint Clair Pioneer Block Pinot Noir 2015 Marlborough,59,58,21.99,red wine,new-zealand,new world,pinot noir,marlborough wine,0.9830508474576272
Saint Clair Pioneer Block Sauvignon Blanc 2016 Marlborough,115,110,19.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.9565217391304348
Saint Clair Reserve Sauvignon Blanc 2016 Marlborough,25,24,24.99,fine wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.96
Saint-Véran 2014 Les Vignerons des Grandes Vignes,24,18,12.99,white wine,french,old world,chardonnay,,0.75
Saint-Véran 2016 Domaine Thibert Père et Fils,26,22,19.99,white wine,french,old world,chardonnay,,0.8461538461538461
Saintsbury Chardonnay 2012 Carneros,17,17,22.99,white wine,,,chardonnay,,1
Santa Rita 120 Cabernet Franc 2016 Central Valley,35,32,8.99,red wine,chilean,new world,,,0.9142857142857143
Santa Rita 120 Carménère 2016 Central Valley,210,184,8.99,red wine,chilean,new world,,,0.8761904761904762
Santa Rita 120 Merlot 2017 Central Valley,121,104,8.99,red wine,chilean,new world,merlot,,0.859504132231405
Santa Rita 120 Sauvignon Blanc 2017 Central Valley,26,22,8.99,white wine,chilean,new world,sauvignon blanc,,0.8461538461538461
Santa Rita 120 Viognier 2017 Central Valley,75,63,8.99,white wine,chilean,new world,,,0.84
Santa Rita Medalla Real Cabernet Sauvignon 2014 Maipo Valley,74,68,11.99,red wine,chilean,new world,,,0.918918918918919
Santa Rita Medalla Real Carmenère 2015 Colchagua Valley,128,124,11.99,red wine,chilean,new world,,,0.96875
Santa Rita Medalla Real Chardonnay 2016 Leyda Valley,57,54,11.99,white wine,chilean,new world,,,0.9473684210526315
Sassaiolo Rosso Piceno 2014 Monte Schiavo,41,33,8.99,red wine,italian,old world,,,0.8048780487804879
Schild Estate Cabernet Sauvignon,10,8,14.99,red wine,,,,,0.8
Schild Estate Merlot,3,3,14.99,red wine,,,,,1
"Sexy Beast Cabernet 2015 Two Hands, McLaren Vale",19,18,21.99,red wine,australian,new world,,,0.9473684210526315
Silver Ghost Cabernet Sauvignon 2016 Central Valley,146,130,6.49,red wine,chilean,new world,,,0.8904109589041096
Silver Ghost Sauvignon Blanc 2017 Central Valley,182,157,6.49,white wine,chilean,new world,sauvignon blanc,,0.8626373626373627
Soave Classico 2016 Inama,27,26,15.99,white wine,italian,old world,,,0.9629629629629629
St Aubin 1er Cru Les Cortons 2015 Hubert Bouzereau,2,2,38,fine wine,french,old world,,,1
Stella Alpina Pinot Grigio 2016 Alto Adige,49,44,12.99,white wine,italian,old world,,,0.8979591836734694
Swartland Limited Release Mourvedre 2015,27,23,11.99,red wine,south-african,new world,,,0.8518518518518519
Tarima Monastrell 2015 Alicante,39,35,8.99,red wine,spanish,old world,,,0.8974358974358975
Taylor's Colhita Tawny Port 1966,2,2,150,fine wine,portuguese,old world,,,1
Taylor's Vintage Port 1985,0,0,95,fine wine,portuguese,old world,,,
Ten Minutes by Tractor Estate Pinot Noir 2015 Mornington Peninsular,8,4,46,fine wine,australian,new world,pinot noir,,0.5
Ten Minutes by Tractor Wallis Chardonnay 2015 Mornington Peninsula,0,0,50,fine wine,australian,new world,,,
Ten Minutes by Tractor Wallis Pinot Noir 2015 Mornington Peninsula,0,0,58,fine wine,australian,new world,pinot noir,,
Tenacity Old Vine Shiraz 2016,34,30,14.99,red wine,australian,new world,,,0.8823529411764706
Testimonio 2013/2014 Luigi Bosca,22,22,12.99,red wine,argentinian,new world,,,1
The Astronomer Shiraz 2016 De Bortoli,90,80,6.99,red wine,australian,new world,,,0.8888888888888888
The Chocolate Block 2014 Boekenhoutskloof,0,0,49.99,red wine,south-african,new world,,,
"The Chocolate Block 2015 Boekenhoutskloof, Western Cape",41,37,25,fine wine,south-african,new world,,,0.9024390243902439
The Cup And Rings Albariño Sobre Lias 2013/2014 Valedorras,16,14,12.99,white wine,spanish,old world,,,0.875
The Cup And Rings Godello Sobre Lias 2015 Monterrai,10,7,12.99,white wine,spanish,old world,,,0.7
The Guv'nor! 2016,186,166,8.99,red wine,spanish,old world,,,0.8924731182795699
The King's Favour Sauvignon Blanc 2016 Marlborough,48,41,13.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.8541666666666666
The King's Legacy Chardonnay 2016 Marlborough,18,14,13.99,white wine,new-zealand,new world,,marlborough wine,0.7777777777777778
The Lay and Wheeler Case x6,0,0,161.99,fine wine,,,,chablis,
The Ned Noble Sauvignon Blanc 2015 Half Bottle,31,29,14.99,white wine,new-zealand,new world,,marlborough wine,0.9354838709677419
The Ned Pinot Grigio 2016/2017 Marlborough,178,166,10.99,white wine,new-zealand,new world,,marlborough wine,0.9325842696629213
"The Ned Pinot Noir 2016 Southern Valleys, Marlborough",58,53,13.99,red wine,new-zealand,new world,,marlborough wine,0.9137931034482759
"The Ned Rosé 2017 Waihopai River, Marlborough",100,93,11.99,rose wine,,,,,0.93
The Ned Waihopai River Sauvignon Blanc 2016/2017 Marlborough,1266,1198,10.99,white wine,new-zealand,new world,,marlborough wine,0.9462875197472354
Tomás Postigo 2014 Ribera del Duero,6,4,33,fine wine,spanish,old world,tempranillo,,0.6666666666666666
"Torresilo 2015 Cillar de Silos, Ribera del Duero",6,6,33,fine wine,spanish,old world,tempranillo,,1
Touraine Sauvignon 2016 Domaine Joel Delaunay,6,6,11.99,white wine,french,old world,sauvignon blanc,,1
Tourrela Bordeaux 2014,37,23,9.99,red wine,,,,,0.6216216216216216
Trebuchet Red 2016 Western Cape,30,24,8.99,red wine,south-african,new world,,,0.8
Valle Antigua Chardonnay 2017,13,10,7.99,white wine,chilean,new world,chardonnay,,0.7692307692307693
Valle Antigua Sauvignon Blanc 2017,11,9,7.99,white wine,chilean,new world,,,0.8181818181818182
Vallée Des Pins Rosé 2016 Côteaux d'Aix en Provence,37,34,8.99,rose wine,french,old world,,,0.918918918918919
Valpolicella Classico 2015/2016 Cantina di Negrar,62,54,9.99,red wine,italian,old world,,,0.8709677419354839
Valpolicella Ripasso 2015 Villa Borghetti,96,88,13.99,red wine,italian,old world,,,0.9166666666666666
Valpolicella Superiore Ripasso 2014 La Casetta,141,136,16.99,red wine,italian,old world,,,0.9645390070921985
Vasse Felix Cabernet Sauvignon 2014,8,6,15.99,red wine,australian,new world,,,0.75
Verdicchio dei Castelli di Jesi 2016 Monte Schiavo,29,24,8.99,white wine,italian,old world,,,0.8275862068965517
Vereto Salice Salentino 2013 Agricole Vallone,20,17,11.99,red wine,,,,,0.85
Villa Maria Cellar Selection Pinot Noir 2016 Marlborough,42,38,15.99,red wine,new-zealand,new world,,marlborough wine,0.9047619047619048
Villa Maria Cellar Selection Sauvignon Blanc 2016 Marlborough,84,81,12.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.9642857142857143
Villa Maria Private Bin Gewürztraminer 2016 East Coast,44,35,10.99,white wine,new-zealand,new world,,,0.7954545454545454
Villa Maria Private Bin Riesling 2016 Marlborough,59,53,10.49,white wine,new-zealand,new world,riesling,marlborough wine,0.8983050847457628
Villa Maria Private Bin Sauvignon Blanc 2017/2016 Marlborough,576,562,10.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.9756944444444444
Villa Maria Reserve Sauvignon Blanc 2016 Marlborough,87,85,13.99,white wine,new-zealand,new world,sauvignon blanc,marlborough wine,0.9770114942528736
Villemarin Picpoul de Pinet 2016 Côteaux du Languedoc,230,214,9.99,white wine,french,old world,,south of france,0.9304347826086956
"Vin de Constance 2013 Klein Constantia, Constantia",12,12,56,fine wine,south-african,new world,,,1
Vinalba Malbec Bonarda 2016,29,24,9.99,red wine,argentinian,new world,malbec,,0.8275862068965517
Vinhas Do Silvado Tinto,9,7,7.99,red wine,portuguese,old world,,,0.7777777777777778
Vinhos do Silvado Branco 2016,8,6,7.99,white wine,portuguese,old world,,,0.75
Vire Clesse Pierre Ponnelle,3,2,15.99,white wine,french,old world,,burgundy,0.6666666666666666
Viré-Clessé Vieilles Vignes 2016 Christophe Cordier,12,12,16.99,white wine,french,old world,chardonnay,,1
Viñalba Fifty 50 2015 Uco Valley,78,74,12.99,red wine,argentinian,new world,malbec,,0.9487179487179487
Viñalba Gran Reservado Malbec 2014 Mendoza,33,30,16.99,red wine,argentinian,new world,malbec,,0.9090909090909091
Viñalba Malbec-Touriga Nacional Reserve 2015 Mendoza,58,52,12.99,red wine,argentinian,new world,malbec,,0.896551724137931
Viñalba Reserve Malbec 2015 Mendoza,273,242,12.99,red wine,argentinian,new world,,,0.8864468864468864
Viñalba Selección Torrontés 2016 Lujan de Cuyo,19,15,9.99,white wine,argentinian,new world,,,0.7894736842105263
Vouvray Grande Année 1989 Marc Brédif,0,0,55,fine wine,french,old world,,,
"Vox Populi Bobal 2014 Utiel-Requena",57,50,10.99,red wine,spanish,old world,,,0.8771929824561403
